_id;qtd;userId;createdAt;__v
5caf50c472426a3bec2768ab;0;5caf50c472426a3bec2768aa;11/04/2019 14:35:48;0;
5caf5d8c72426a3bec2768ae;0;5caf5d8c72426a3bec2768ad;11/04/2019 15:30:20;0;
5caf9bca72426a3bec2768b5;0;5caf9bca72426a3bec2768b4;11/04/2019 19:55:54;0;
5cb09dcc72426a3bec2768b9;0;5cb09dcc72426a3bec2768b8;12/04/2019 14:16:44;0;
5cb61e3572426a3bec276cc1;0;5cb61e3572426a3bec276cc0;16/04/2019 18:25:57;0;
5cb7357272426a3bec276cc5;111824;5cb7357272426a3bec276cc4;17/04/2019 14:17:22;0;03/09/2021 20:34:04;
5cb78b9b72426a3bec276cc8;0;5cb78b9b72426a3bec276cc7;17/04/2019 20:24:59;0;
5cb8369401406c3bc62e326a;195;5cb8369401406c3bc62e3269;18/04/2019 08:34:28;0;27/08/2020 14:26:12;
5cc0866272426a3bec276ec6;0;5cc0866272426a3bec276ec5;24/04/2019 15:53:06;0;
5cc08e92aaae2d3bb71eec59;0;5cc08e92aaae2d3bb71eec58;24/04/2019 16:28:02;0;
5cd1c5e082e38d490a679360;0;5cd1c5e082e38d490a67935f;07/05/2019 17:52:32;0;
5cd2415c2d3a204930c07465;0;5cd2415c2d3a204930c07464;08/05/2019 02:39:24;0;
5cd2e6bfc318b20b0cc42ada;0;5cd2e6bfc318b20b0cc42ad9;08/05/2019 14:25:03;0;
5cd42e6fc318b20b0cc42ae0;0;5cd42e6fc318b20b0cc42adf;09/05/2019 13:43:11;0;
5cd42ea45e38670ad7a41701;0;5cd42ea45e38670ad7a41700;09/05/2019 13:44:04;0;
5cd99aaa5e38670ad7a41706;0;5cd99aaa5e38670ad7a41705;13/05/2019 16:26:18;0;
5cdace425e38670ad7a41709;0;5cdace425e38670ad7a41708;14/05/2019 14:18:42;0;
5cdc7f1e5e38670ad7a4170c;0;5cdc7f1e5e38670ad7a4170b;15/05/2019 21:05:34;0;
5cdd752dc189240ae6bad8ed;0;5cdd752dc189240ae6bad8ec;16/05/2019 14:35:25;0;
5cdec793c189240ae6bad8f0;0;5cdec793c189240ae6bad8ef;17/05/2019 14:39:15;0;
5ce2182c5e38670ad7a4170f;0;5ce2182c5e38670ad7a4170e;20/05/2019 02:59:56;0;
5ce2ed45c189240ae6bad8f3;0;5ce2ed45c189240ae6bad8f2;20/05/2019 18:09:09;0;
5ce2f0b9c318b20b0cc42ae8;0;5ce2f0b9c318b20b0cc42ae7;20/05/2019 18:23:53;0;
5ce348afc189240ae6bad902;0;5ce348afc189240ae6bad901;21/05/2019 00:39:11;0;
5ce54ba90af0dc0765adaff9;102;5ce54ba90af0dc0765adaff8;22/05/2019 13:16:25;0;
5ce5963946ad4f079ae1b238;0;5ce5963946ad4f079ae1b237;22/05/2019 18:34:33;0;
5ce5a52735278c07748c81d4;0;5ce5a52735278c07748c81d3;22/05/2019 19:38:15;0;
5ce5b2cc35278c07748c81d8;0;5ce5b2cc35278c07748c81d7;22/05/2019 20:36:28;0;
5ce5b31e46ad4f079ae1b23b;0;5ce5b31e46ad4f079ae1b23a;22/05/2019 20:37:50;0;
5ce7f4c135278c07748c81dd;0;5ce7f4c135278c07748c81dc;24/05/2019 13:42:25;0;
5ce8242b0af0dc0765adb006;0;5ce8242b0af0dc0765adb005;24/05/2019 17:04:43;0;
5cec0e1946ad4f079ae1b246;0;5cec0e1946ad4f079ae1b245;27/05/2019 16:19:37;0;
5cec3ff246ad4f079ae1b249;0;5cec3ff246ad4f079ae1b248;27/05/2019 19:52:18;0;
5cec781235278c07748c81ea;0;5cec781235278c07748c81e9;27/05/2019 23:51:46;0;
5ced316946ad4f079ae1b24e;0;5ced316946ad4f079ae1b24d;28/05/2019 13:02:33;0;
5ced5a810af0dc0765adb011;0;5ced5a810af0dc0765adb010;28/05/2019 15:57:53;0;
5ced6d930af0dc0765adb015;0;5ced6d930af0dc0765adb014;28/05/2019 17:19:15;0;
5ced6f9735278c07748c81ee;0;5ced6f9735278c07748c81ed;28/05/2019 17:27:51;0;
5ced8da035278c07748c81f1;0;5ced8da035278c07748c81f0;28/05/2019 19:36:00;0;
5cee653d46ad4f079ae1b252;0;5cee653d46ad4f079ae1b251;29/05/2019 10:55:57;0;
5cee808d35278c07748c81f6;20;5cee808d35278c07748c81f5;29/05/2019 12:52:29;0;
5ceed14a0af0dc0765adb01b;5;5ceed14a0af0dc0765adb01a;29/05/2019 18:36:58;0;
5ceef8a00af0dc0765adb021;0;5ceef8a00af0dc0765adb020;29/05/2019 21:24:48;0;
5cefc99046ad4f079ae1b259;0;5cefc99046ad4f079ae1b258;30/05/2019 12:16:16;0;
5cf0226546ad4f079ae1b260;0;5cf0226546ad4f079ae1b25f;30/05/2019 18:35:17;0;
5cf09ad035278c07748c8214;0;5cf09ad035278c07748c8213;31/05/2019 03:09:04;0;
5cf10d7546ad4f079ae1b273;127;5cf10d7546ad4f079ae1b272;31/05/2019 11:18:13;0;05/02/2021 17:58:01;
5cf12d9135278c07748c821b;0;5cf12d9135278c07748c821a;31/05/2019 13:35:13;0;
5cf13e3735278c07748c821e;0;5cf13e3735278c07748c821d;31/05/2019 14:46:15;0;
5cf164350af0dc0765adb048;0;5cf164350af0dc0765adb047;31/05/2019 17:28:21;0;
5cf17ed646ad4f079ae1b27b;0;5cf17ed646ad4f079ae1b27a;31/05/2019 19:21:58;0;
5cf195f646ad4f079ae1b27e;0;5cf195f646ad4f079ae1b27d;31/05/2019 21:00:38;0;
5cf5631546ad4f079ae1b288;0;5cf5631546ad4f079ae1b287;03/06/2019 18:12:37;0;
5cf5766e35278c07748c822e;0;5cf5766e35278c07748c822d;03/06/2019 19:35:10;0;
5cf65e1435278c07748c8234;0;5cf65e1435278c07748c8233;04/06/2019 12:03:32;0;
5cf80d5e46ad4f079ae1b294;50;5cf80d5e46ad4f079ae1b293;05/06/2019 18:43:42;0;
5cf8f6970af0dc0765adb061;0;5cf8f6970af0dc0765adb060;06/06/2019 11:18:47;0;
5cf935080af0dc0765adb065;0;5cf935080af0dc0765adb064;06/06/2019 15:45:12;0;
5cfa630c0af0dc0765adb06a;0;5cfa630c0af0dc0765adb069;07/06/2019 13:13:48;0;
5cff979f0af0dc0765adb079;0;5cff979f0af0dc0765adb078;11/06/2019 11:59:27;0;
5cffa3eb35278c07748c8250;0;5cffa3eb35278c07748c824f;11/06/2019 12:51:55;0;
5cffa72c46ad4f079ae1b2b2;0;5cffa72c46ad4f079ae1b2b1;11/06/2019 13:05:48;0;
5cfff9d935278c07748c8256;0;5cfff9d935278c07748c8255;11/06/2019 18:58:33;0;
5d011f8e35278c07748c825c;0;5d011f8e35278c07748c825b;12/06/2019 15:51:42;0;
5d01517f46ad4f079ae1b2ba;0;5d01517f46ad4f079ae1b2b9;12/06/2019 19:24:47;0;
5d025a7f35278c07748c8261;0;5d025a7f35278c07748c8260;13/06/2019 14:15:27;0;
5d026f1b46ad4f079ae1b2be;0;5d026f1b46ad4f079ae1b2bd;13/06/2019 15:43:23;0;
5d0402a30af0dc0765adb07f;0;5d0402a30af0dc0765adb07e;14/06/2019 20:25:07;0;
5d07baa646ad4f079ae1b2c6;0;5d07baa646ad4f079ae1b2c5;17/06/2019 16:07:02;0;
5d093b6735278c07748c826c;0;5d093b6735278c07748c826b;18/06/2019 19:28:39;0;
5d0a719035278c07748c8276;0;5d0a719035278c07748c8275;19/06/2019 17:32:00;0;
5d0a71c246ad4f079ae1b2cd;0;5d0a71c246ad4f079ae1b2cc;19/06/2019 17:32:50;0;
5d0a74b846ad4f079ae1b2d0;0;5d0a74b846ad4f079ae1b2cf;19/06/2019 17:45:28;0;
5d0a76390af0dc0765adb08c;0;5d0a76390af0dc0765adb08b;19/06/2019 17:51:53;0;
5d0ac3a335278c07748c8279;0;5d0ac3a335278c07748c8278;19/06/2019 23:22:11;0;
5d0b651646ad4f079ae1b2d5;1;5d0b651646ad4f079ae1b2d4;20/06/2019 10:51:02;0;
5d0b9ff60af0dc0765adb095;0;5d0b9ff60af0dc0765adb094;20/06/2019 15:02:14;0;
5d0d585635278c07748c828c;10;5d0d585635278c07748c828b;21/06/2019 22:21:10;0;
5d0d58f946ad4f079ae1b2e1;50;5d0d58f946ad4f079ae1b2e0;21/06/2019 22:23:53;0;
5d0d59df46ad4f079ae1b2e6;30;5d0d59df46ad4f079ae1b2e5;21/06/2019 22:27:43;0;
5d0d5b1635278c07748c8294;40;5d0d5b1635278c07748c8293;21/06/2019 22:32:54;0;
5d0d5c7d46ad4f079ae1b2e9;0;5d0d5c7d46ad4f079ae1b2e8;21/06/2019 22:38:53;0;
5d0d5d9146ad4f079ae1b2ec;5;5d0d5d9146ad4f079ae1b2eb;21/06/2019 22:43:29;0;
5d0d60b635278c07748c8299;20;5d0d60b635278c07748c8298;21/06/2019 22:56:54;0;
5d0d68f446ad4f079ae1b2f4;30;5d0d68f446ad4f079ae1b2f3;21/06/2019 23:32:04;0;
5d10c2eb0af0dc0765adb0af;0;5d10c2eb0af0dc0765adb0ae;24/06/2019 12:32:43;0;
5d10ea2446ad4f079ae1b2fb;30;5d10ea2446ad4f079ae1b2fa;24/06/2019 15:20:04;0;
5d11405346ad4f079ae1b302;0;5d11405346ad4f079ae1b301;24/06/2019 21:27:47;0;
5d1257ff46ad4f079ae1b30b;0;5d1257ff46ad4f079ae1b30a;25/06/2019 17:21:03;0;
5d13755235278c07748c82bc;1;5d13755235278c07748c82bb;26/06/2019 13:38:26;0;
5d138f0f46ad4f079ae1b316;0;5d138f0f46ad4f079ae1b315;26/06/2019 15:28:15;0;
5d13b7500af0dc0765adb0c6;0;5d13b7500af0dc0765adb0c5;26/06/2019 18:20:00;0;
5d13f23535278c07748c82c1;0;5d13f23535278c07748c82c0;26/06/2019 22:31:17;0;
5d14b4390af0dc0765adb0d9;1;5d14b4390af0dc0765adb0d8;27/06/2019 12:19:05;0;
5d14b4be35278c07748c82cc;1;5d14b4be35278c07748c82cb;27/06/2019 12:21:18;0;
5d14c1c935278c07748c82d6;25;5d14c1c935278c07748c82d5;27/06/2019 13:16:57;0;
5d14c3c946ad4f079ae1b333;20;5d14c3c946ad4f079ae1b332;27/06/2019 13:25:29;0;
5d14c3fe46ad4f079ae1b336;30;5d14c3fe46ad4f079ae1b335;27/06/2019 13:26:22;0;
5d14d2a535278c07748c82fc;40;5d14d2a535278c07748c82fb;27/06/2019 14:28:53;0;
5d14f5920af0dc0765adb11f;0;5d14f5920af0dc0765adb11e;27/06/2019 16:57:54;0;
5d15279b35278c07748c8308;0;5d15279b35278c07748c8307;27/06/2019 20:31:23;0;
5d165be50af0dc0765adb12d;0;5d165be50af0dc0765adb12c;28/06/2019 18:26:45;0;
5d169dd846ad4f079ae1b36d;0;5d169dd846ad4f079ae1b36c;28/06/2019 23:08:08;0;
5d169f2c35278c07748c8316;0;5d169f2c35278c07748c8315;28/06/2019 23:13:48;0;
5d16a53d0af0dc0765adb136;0;5d16a53d0af0dc0765adb135;28/06/2019 23:39:41;0;
5d16a5cd0af0dc0765adb13a;0;5d16a5cd0af0dc0765adb139;28/06/2019 23:42:05;0;
5d18c9cb0af0dc0765adb14c;10;5d18c9cb0af0dc0765adb14b;30/06/2019 14:40:11;0;
5d1964c246ad4f079ae1b385;0;5d1964c246ad4f079ae1b384;01/07/2019 01:41:22;0;
5d1a39710af0dc0765adb15d;0;5d1a39710af0dc0765adb15c;01/07/2019 16:48:49;0;
5d1a47e20af0dc0765adb161;0;5d1a47e20af0dc0765adb160;01/07/2019 17:50:26;0;
5d1a82b535278c07748c833a;0;5d1a82b535278c07748c8339;01/07/2019 22:01:25;0;
5d1aa3b60af0dc0765adb166;0;5d1aa3b60af0dc0765adb165;02/07/2019 00:22:14;0;
5d1aa5e70af0dc0765adb16b;0;5d1aa5e70af0dc0765adb16a;02/07/2019 00:31:35;0;
5d1c04e135278c07748c8345;0;5d1c04e135278c07748c8344;03/07/2019 01:29:05;0;
5d1e0e9788cc551d2e426fa2;973;5d1e0e9788cc551d2e426fa1;04/07/2019 14:35:03;0;23/04/2021 10:50:43;
5d1e18e688cc551d2e426fa6;0;5d1e18e688cc551d2e426fa5;04/07/2019 15:19:02;0;
5d1e3d2588cc551d2e426fac;220;5d1e3d2588cc551d2e426fab;04/07/2019 17:53:41;0;
5d1f82c6ad5cc548934ebe75;0;5d1f82c5ad5cc548934ebe74;05/07/2019 17:03:02;0;
5d20aa58ad5cc548934ebe87;0;5d20aa58ad5cc548934ebe86;06/07/2019 14:04:08;0;
5d20daa3ad5cc548934ebe93;0;5d20daa3ad5cc548934ebe92;06/07/2019 17:30:11;0;
5d238969ad5cc548934ebea6;0;5d238969ad5cc548934ebea5;08/07/2019 18:20:25;0;
5d24871c0a75f7145f8f11be;16;5d24871c0a75f7145f8f11bd;09/07/2019 12:22:52;0;
5d2487cc0a75f7145f8f11c1;0;5d2487cc0a75f7145f8f11c0;09/07/2019 12:25:48;0;
5d24a3960a75f7145f8f11d4;0;5d24a3960a75f7145f8f11d3;09/07/2019 14:24:22;0;
5d24a4810a75f7145f8f11d7;0;5d24a4810a75f7145f8f11d6;09/07/2019 14:28:17;0;
5d24bd230a75f7145f8f11dd;0;5d24bd230a75f7145f8f11dc;09/07/2019 16:13:23;0;
5d24cd1d0a75f7145f8f11e0;0;5d24cd1d0a75f7145f8f11df;09/07/2019 17:21:33;0;
5d24ef260a75f7145f8f11e9;4;5d24ef260a75f7145f8f11e8;09/07/2019 19:46:46;0;
5d25f8825cec265a14a99c04;0;5d25f8825cec265a14a99c03;10/07/2019 14:38:58;0;
5d25f8b55cec265a14a99c07;0;5d25f8b55cec265a14a99c06;10/07/2019 14:39:49;0;
5d261d8b53ddd95f95cb9d26;0;5d261d8b53ddd95f95cb9d25;10/07/2019 17:16:59;0;
5d26240553ddd95f95cb9d2c;3;5d26240553ddd95f95cb9d2b;10/07/2019 17:44:37;0;
5d262b4053ddd95f95cb9d39;0;5d262b4053ddd95f95cb9d38;10/07/2019 18:15:28;0;
5d26378f53ddd95f95cb9d43;0;5d26378f53ddd95f95cb9d42;10/07/2019 19:07:59;0;
5d2638d053ddd95f95cb9d47;0;5d2638d053ddd95f95cb9d46;10/07/2019 19:13:20;0;
5d27200f53ddd95f95cb9d69;0;5d27200f53ddd95f95cb9d68;11/07/2019 11:39:59;0;
5d27204b53ddd95f95cb9d6c;0;5d27204b53ddd95f95cb9d6b;11/07/2019 11:40:59;0;
5d27227653ddd95f95cb9d74;0;5d27227653ddd95f95cb9d73;11/07/2019 11:50:14;0;
5d27259c53ddd95f95cb9d86;0;5d27259c53ddd95f95cb9d85;11/07/2019 12:03:40;0;
5d2726e353ddd95f95cb9d90;0;5d2726e353ddd95f95cb9d8f;11/07/2019 12:09:07;0;
5d2736e753ddd95f95cb9da8;0;5d2736e753ddd95f95cb9da7;11/07/2019 13:17:27;0;
5d27386453ddd95f95cb9db3;0;5d27386453ddd95f95cb9db2;11/07/2019 13:23:48;0;
5d2744f753ddd95f95cb9dc4;3;5d2744f753ddd95f95cb9dc3;11/07/2019 14:17:27;0;
5d276d4753ddd95f95cb9dd8;0;5d276d4753ddd95f95cb9dd7;11/07/2019 17:09:27;0;
5d2771b953ddd95f95cb9ded;0;5d2771b953ddd95f95cb9dec;11/07/2019 17:28:25;0;
5d28804a53ddd95f95cb9e1a;0;5d28804a53ddd95f95cb9e19;12/07/2019 12:42:50;0;
5d288b5153ddd95f95cb9e33;0;5d288b5153ddd95f95cb9e32;12/07/2019 13:29:53;0;
5d289b9b53ddd95f95cb9e69;0;5d289b9b53ddd95f95cb9e68;12/07/2019 14:39:23;0;
5d28a4d553ddd95f95cb9e74;0;5d28a4d553ddd95f95cb9e73;12/07/2019 15:18:45;0;
5d28d36e53ddd95f95cb9e98;0;5d28d36e53ddd95f95cb9e97;12/07/2019 18:37:34;0;
5d28db6153ddd95f95cb9ea3;0;5d28db6153ddd95f95cb9ea2;12/07/2019 19:11:29;0;
5d28dcbc53ddd95f95cb9ea8;0;5d28dcbc53ddd95f95cb9ea7;12/07/2019 19:17:16;0;
5d28dd4e53ddd95f95cb9eab;0;5d28dd4e53ddd95f95cb9eaa;12/07/2019 19:19:42;0;
5d28e1d353ddd95f95cb9eae;0;5d28e1d353ddd95f95cb9ead;12/07/2019 19:38:59;0;
5d28e4dc53ddd95f95cb9eb1;0;5d28e4dc53ddd95f95cb9eb0;12/07/2019 19:51:56;0;
5d28e51f53ddd95f95cb9eb4;0;5d28e51f53ddd95f95cb9eb3;12/07/2019 19:53:03;0;
5d28e55053ddd95f95cb9eb7;0;5d28e55053ddd95f95cb9eb6;12/07/2019 19:53:52;0;
5d28e87153ddd95f95cb9eba;0;5d28e87153ddd95f95cb9eb9;12/07/2019 20:07:13;0;
5d28ecb653ddd95f95cb9ec0;269;5d28ecb653ddd95f95cb9ebf;12/07/2019 20:25:26;0;26/03/2021 17:02:11;
5d28ee0a53ddd95f95cb9ecb;0;5d28ee0a53ddd95f95cb9eca;12/07/2019 20:31:06;0;
5d28ee1553ddd95f95cb9ece;0;5d28ee1553ddd95f95cb9ecd;12/07/2019 20:31:17;0;
5d290df953ddd95f95cb9ed4;0;5d290df953ddd95f95cb9ed3;12/07/2019 22:47:21;0;
5d290e8753ddd95f95cb9ed7;0;5d290e8753ddd95f95cb9ed6;12/07/2019 22:49:43;0;
5d290ef653ddd95f95cb9eda;0;5d290ef653ddd95f95cb9ed9;12/07/2019 22:51:34;0;
5d290f1353ddd95f95cb9ee1;0;5d290f1353ddd95f95cb9ee0;12/07/2019 22:52:03;0;
5d290f7b53ddd95f95cb9ee4;0;5d290f7b53ddd95f95cb9ee3;12/07/2019 22:53:47;0;
5d290fcf53ddd95f95cb9ee9;3;5d290fcf53ddd95f95cb9ee8;12/07/2019 22:55:11;0;
5d29106f53ddd95f95cb9eee;0;5d29106f53ddd95f95cb9eed;12/07/2019 22:57:51;0;
5d29125353ddd95f95cb9ef3;0;5d29125353ddd95f95cb9ef2;12/07/2019 23:05:55;0;
5d29125853ddd95f95cb9ef6;0;5d29125853ddd95f95cb9ef5;12/07/2019 23:06:00;0;
5d29134a53ddd95f95cb9ef9;0;5d29134a53ddd95f95cb9ef8;12/07/2019 23:10:02;0;
5d29137453ddd95f95cb9efc;0;5d29137453ddd95f95cb9efb;12/07/2019 23:10:44;0;
5d29138a53ddd95f95cb9eff;0;5d29138a53ddd95f95cb9efe;12/07/2019 23:11:06;0;
5d29156853ddd95f95cb9f02;0;5d29156853ddd95f95cb9f01;12/07/2019 23:19:04;0;
5d2915fc53ddd95f95cb9f07;0;5d2915fc53ddd95f95cb9f06;12/07/2019 23:21:32;0;
5d29180453ddd95f95cb9f0a;1;5d29180453ddd95f95cb9f09;12/07/2019 23:30:12;0;
5d29193253ddd95f95cb9f12;2;5d29193253ddd95f95cb9f11;12/07/2019 23:35:14;0;
5d291bb653ddd95f95cb9f1c;0;5d291bb653ddd95f95cb9f1b;12/07/2019 23:45:58;0;
5d291d1553ddd95f95cb9f23;0;5d291d1553ddd95f95cb9f22;12/07/2019 23:51:49;0;
5d291d4e53ddd95f95cb9f26;0;5d291d4e53ddd95f95cb9f25;12/07/2019 23:52:46;0;
5d291de153ddd95f95cb9f2d;0;5d291de153ddd95f95cb9f2c;12/07/2019 23:55:13;0;
5d291e6953ddd95f95cb9f36;0;5d291e6953ddd95f95cb9f35;12/07/2019 23:57:29;0;
5d29221453ddd95f95cb9f39;0;5d29221453ddd95f95cb9f38;13/07/2019 00:13:08;0;
5d292d6e53ddd95f95cb9f3c;0;5d292d6e53ddd95f95cb9f3b;13/07/2019 01:01:34;0;
5d293d3f53ddd95f95cb9f42;0;5d293d3f53ddd95f95cb9f41;13/07/2019 02:09:03;0;
5d29431f53ddd95f95cb9f47;0;5d29431f53ddd95f95cb9f46;13/07/2019 02:34:07;0;
5d29548653ddd95f95cb9f4a;0;5d29548653ddd95f95cb9f49;13/07/2019 03:48:22;0;
5d295cc953ddd95f95cb9f4d;0;5d295cc953ddd95f95cb9f4c;13/07/2019 04:23:37;0;
5d295f5453ddd95f95cb9f52;0;5d295f5453ddd95f95cb9f51;13/07/2019 04:34:28;0;
5d29600b53ddd95f95cb9f57;0;5d29600b53ddd95f95cb9f56;13/07/2019 04:37:31;0;
5d29627053ddd95f95cb9f5c;0;5d29627053ddd95f95cb9f5b;13/07/2019 04:47:44;0;
5d29726f53ddd95f95cb9f5f;0;5d29726f53ddd95f95cb9f5e;13/07/2019 05:55:59;0;
5d298fa953ddd95f95cb9f62;0;5d298fa953ddd95f95cb9f61;13/07/2019 08:00:41;0;
5d29bef353ddd95f95cb9f66;0;5d29bef353ddd95f95cb9f65;13/07/2019 11:22:27;0;
5d29ed0f53ddd95f95cb9f69;0;5d29ed0f53ddd95f95cb9f68;13/07/2019 14:39:11;0;
5d2a00ed53ddd95f95cb9f6e;0;5d2a00ed53ddd95f95cb9f6d;13/07/2019 16:03:57;0;
5d2a1be553ddd95f95cb9f73;0;5d2a1be553ddd95f95cb9f72;13/07/2019 17:59:01;0;
