_id;qtd;used;code;benefitId;createdAt;__v
5cb60f77aaae2d3bb71eec3c;1;;439048-4E3F196459C;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec3d;1;;439049-43166F2ECCC;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec3e;1;;439050-421ECF8F559;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec3f;1;;439051-4AFCE074BA2;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec40;1;;439052-491DEA0BE46;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec41;1;;439053-4F4F2D8F426;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec42;1;;439054-4DEC0734ACD;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec43;1;;439055-416553D28C0;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec44;1;;439056-475B5B75FE7;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb60f77aaae2d3bb71eec45;1;;439057-422C570794A;5cb5fe0301406c3bc62e2c7c;16/04/2019 17:23:03;0;
5cb87a7e01406c3bc62e3275;1000;;GOODERS;5cb87a6eaaae2d3bb71eec4e;18/04/2019 13:24:14;0;
5d13f33b35278c07748c82c3;1000;;Gooders10;5d13f31a46ad4f079ae1b31b;26/06/2019 22:35:39;0;
5d13ff2946ad4f079ae1b325;1000;;RAPPIGOODERS;5be2cba1e5dba162eff3768c;26/06/2019 23:26:33;0;
5d169e7035278c07748c8314;1000;;GOODERS-BC6;5d169e5646ad4f079ae1b36f;28/06/2019 23:10:40;0;
5d169fc60af0dc0765adb133;1000;;GOODERS-SS6;5d169fb235278c07748c8318;28/06/2019 23:16:22;0;
5d1aa51f46ad4f079ae1b38c;1000;;GOODERS;5d1aa4e646ad4f079ae1b38a;02/07/2019 00:28:15;0;
5d1aa8000af0dc0765adb16e;1000;;GOODERS10;5d1aa7ec46ad4f079ae1b38f;02/07/2019 00:40:32;0;
5d1c06c90af0dc0765adb173;1000;;GOODERS10;5d1c06a146ad4f079ae1b393;03/07/2019 01:37:13;0;18/01/2021 14:02:04;
5d2723d353ddd95f95cb9d7e;1000;;GOODERS;5d27234353ddd95f95cb9d78;11/07/2019 11:56:03;0;
5d2723ef53ddd95f95cb9d7f;1000;;SUPERGOODERS;5d2723a053ddd95f95cb9d7b;11/07/2019 11:56:31;0;
5d27244f53ddd95f95cb9d81;1000;;GOODERS;5d27215a53ddd95f95cb9d70;11/07/2019 11:58:07;0;
5d27266753ddd95f95cb9d8d;1000;;GOODERS10;5d27265453ddd95f95cb9d8b;11/07/2019 12:07:03;0;
5d27278e53ddd95f95cb9d97;1000;;GOODERS20;5d27277d53ddd95f95cb9d94;11/07/2019 12:11:58;0;
5d2737e053ddd95f95cb9db0;1000;;GOODERS10;5d2737c453ddd95f95cb9dae;11/07/2019 13:21:36;0;
5d27390253ddd95f95cb9db9;1000;;GOODERS10;5d2738eb53ddd95f95cb9db7;11/07/2019 13:26:26;0;
5d417e8153ddd95f95cbab56;1000;;GOODERS;5d417e5e53ddd95f95cbab54;31/07/2019 11:41:53;0;
5d472d9153ddd95f95cbac13;1000;;GOODERS20;5d472d5f53ddd95f95cbac10;04/08/2019 19:10:09;0;
5d47305c53ddd95f95cbac1e;1000;;TENISGOODERS;5d47302b53ddd95f95cbac1b;04/08/2019 19:22:04;0;
5d47322253ddd95f95cbac26;1000;;GOODERS5;5d47321053ddd95f95cbac24;04/08/2019 19:29:38;0;
5d4733fc53ddd95f95cbac30;1000;;GOODERS;5d4733c953ddd95f95cbac2d;04/08/2019 19:37:32;0;10/03/2020 19:51:05;
5d47357c53ddd95f95cbac3c;1000;;GOODERS_10;5d47343a53ddd95f95cbac31;04/08/2019 19:43:56;0;
5d47358e53ddd95f95cbac3d;1000;;GOODERS_15;5d47346253ddd95f95cbac33;04/08/2019 19:44:14;0;
5d4735b553ddd95f95cbac3e;1000;;GOODERS_20;5d47349f53ddd95f95cbac35;04/08/2019 19:44:53;0;
5d4cc20853ddd95f95cbad38;1000;;GOODERS7;5d4cc1d553ddd95f95cbad35;09/08/2019 00:44:56;0;
5d4cc4b553ddd95f95cbad42;1000;;FICAEMCASA;5d4cc49253ddd95f95cbad3f;09/08/2019 00:56:21;0;05/10/2020 11:01:55;
5d4dc69653ddd95f95cbad96;1000;;GOODERS6;5d4dc66b53ddd95f95cbad93;09/08/2019 19:16:38;0;23/07/2020 20:41:21;
5d4dc7b453ddd95f95cbad9f;1000;;GOODERS6OFF;5d4dc78c53ddd95f95cbad9c;09/08/2019 19:21:24;0;22/04/2020 16:27:17;
5d4dcb6853ddd95f95cbada9;1000;;www.extra.com.br/gooders;5d4dcb2453ddd95f95cbada6;09/08/2019 19:37:12;0;04/02/2021 18:19:59;
5d4dd1cb53ddd95f95cbadb4;1000;; www.casasbahia.com.br/gooders;5d4dd17753ddd95f95cbadb1;09/08/2019 20:04:27;0;04/02/2021 18:40:18;
5d68618053ddd95f95cbb1ce;1000;;RAKUTEN6;5d68603653ddd95f95cbb1cb;29/08/2019 23:36:32;0;09/09/2020 13:40:36;
5d69108d53ddd95f95cbb21a;1000;;telhanorte5gooders;5d68603653ddd95f95cbb1cb;30/08/2019 12:03:25;0;1;
5d69109b53ddd95f95cbb21b;1000;;telhanorte5gooders;5d68603653ddd95f95cbb1cb;30/08/2019 12:03:39;0;1;
5d6910d453ddd95f95cbb21e;1000;;telhanorte5gooders;5d68603653ddd95f95cbb1cb;30/08/2019 12:04:36;0;1;
5d6910e153ddd95f95cbb21f;1000;;telhanorte5gooders;5d68603653ddd95f95cbb1cb;30/08/2019 12:04:49;0;1;
5d6ad1b853ddd95f95cbb3c5;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 19:59:52;0;
5d6ad22953ddd95f95cbb3c6;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:01:45;0;
5d6ad23153ddd95f95cbb3c9;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:01:53;0;
5d6ad23853ddd95f95cbb3ca;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:00;0;
5d6ad23f53ddd95f95cbb3cb;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:07;0;
5d6ad24a53ddd95f95cbb3cc;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:18;0;
5d6ad25053ddd95f95cbb3cd;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:24;0;
5d6ad25853ddd95f95cbb3ce;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:32;0;
5d6ad26e53ddd95f95cbb3cf;1000;;Entre no site: www.pontofrio.com.br/gooders;5d6ad17453ddd95f95cbb3c2;31/08/2019 20:02:54;0;
5d766a66d0b0d16514b85bd1;1000;;Gooders;5d766a39d0b0d16514b85bcd;09/09/2019 15:06:14;0;
5d766a6fd0b0d16514b85bd2;1000;;Gooders;5d766a39d0b0d16514b85bcd;09/09/2019 15:06:23;0;
5d766bd2d0b0d16514b85bde;1000;;GOODERS20;5d766b70d0b0d16514b85bd8;09/09/2019 15:12:18;0;
5d766cead0b0d16514b85be5;1000;;GOODERS20;5d766b70d0b0d16514b85bd8;09/09/2019 15:16:58;0;
5d766f8ad0b0d16514b85bf1;1000;;Gooders12;5d766f1ad0b0d16514b85bed;09/09/2019 15:28:10;0;
5d766f9ad0b0d16514b85bf2;1000;;Gooders12;5d766f1ad0b0d16514b85bed;09/09/2019 15:28:26;0;
5d767020d0b0d16514b85bf4;1000;;GOODERS20;5d766cced0b0d16514b85be3;09/09/2019 15:30:40;0;
5d76702bd0b0d16514b85bf5;1000;;GOODERS20;5d766cced0b0d16514b85be3;09/09/2019 15:30:51;0;
5d8d7c67d84f6d34a30ea9f9;1000;;gooderstecbike;5d8d7c4ad84f6d34a30ea9f7;27/09/2019 03:05:11;0;
5d8d7e09d84f6d34a30eaa02;1;;GOODERS20;5d8d7deed84f6d34a30eaa00;27/09/2019 03:12:09;0;1;
5d8d80f6d84f6d34a30eaa0c;1000;;Gooders10;5d8d80e3d84f6d34a30eaa0a;27/09/2019 03:24:38;0;
5d8d83c9d84f6d34a30eaa15;1000;;GOODERS10;5d8d83a5d84f6d34a30eaa13;27/09/2019 03:36:41;0;12/04/2021 18:10:17;
5d8e2a36d84f6d34a30eaa33;1000;;Gooders;5d8e2a24d84f6d34a30eaa31;27/09/2019 15:26:46;0;
5db235ffe096ea74ec88bdec;1000;;Gooders10;5db2342de096ea74ec88bde7;24/10/2019 23:38:39;0;
5dc56a68a6c50f4da581970a;2000;;GOODERS2019;5dc3f447d899167fb932bbba;08/11/2019 13:15:20;0;
5dcac81da6c50f4da5819acc;1000;;Gooders10;5dcac758a6c50f4da5819ac9;12/11/2019 14:56:29;0;
5dcc6629a6c50f4da5819afe;1000;;ProdTo4Gooders;5dcc659ea6c50f4da5819afb;13/11/2019 20:23:05;0;
5dcfea4ba6c50f4da5819b6f;1000;;SHARKGOODERS;5dcfea31a6c50f4da5819b6d;16/11/2019 12:23:39;0;
5de88d0f7204032ead1ec8f1;1000;;Visite o site https://clube.magazineluiza.com.br/gooders;5de88c927204032ead1ec8ed;05/12/2019 04:52:31;0;
5e1f4bfa0de3124183d63620;10000;;GOODERS10;5ca3ad2aade2a430cb3bf1f2;15/01/2020 17:29:30;0;04/02/2021 17:47:48;
5e1f4d0f0de3124183d6362d;1000;;GOODERS10;5caf441e72426a3bec27689b;15/01/2020 17:34:07;0;15/02/2021 17:20:12;
5e2209690de3124183d636a6;100;;GOODERS100;5e22081b0de3124183d636a3;17/01/2020 19:22:17;0;
5e304f80ad210b0af1d97e28;1000;;VEGANOSHOES2020;5e304f38ad210b0af1d97e25;28/01/2020 15:13:04;0;
5e31ea17ad210b0af1d97edc;10000;;GOODERS;5be2cad6e5dba162eff3768a;29/01/2020 20:24:55;0;
5e3d77f3d07d807762e75af8;1000;;GOODERS10;5d66f1b453ddd95f95cbb0b2;07/02/2020 14:45:07;0;26/01/2021 17:59:00;
5e3d7964d07d807762e75afc;1000;;GOODERS20;5d66f17853ddd95f95cbb0b0;07/02/2020 14:51:16;0;26/01/2021 18:01:45;
5e3dcb2a3f3c0f34c8f3dc24;1000;;GOODERS20;5d8d7deed84f6d34a30eaa00;07/02/2020 20:40:10;0;05/01/2021 12:22:44;
5e3dcc0d3f3c0f34c8f3dc50;1000;;GOODERS;5d16a6340af0dc0765adb13c;07/02/2020 20:43:57;0;
5e4fe82aea57ab1d693a80d6;1;;XLYH5Z-L6NNIQ-91BB;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80d7;1;;P5TEG4-DIFXNE-RV9D;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80d8;1;;0AIGVY-J2XG5X-JVTV;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80d9;1;;OOOYXY-R4FBQS-RELH;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80da;1;;IKSZP6-4VLDVZ-P3WF;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80dc;1;;8OE9J1-CHFC5G-AC01;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80de;1;;LV46FE-FX4TS1-2B3W;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80df;1;;W9J5ZQ-NGECOI-9ACJ;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80dd;1;;150CYC-CXQN74-IEHT;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e1;1;;EHZQ5B-FJW0GK-73M6;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e3;1;;ILTG9K-MEMI0O-ER50;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80db;1;;RWMXP1-7CFN8R-2GZ0,;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e4;1;;C6T80J-PTE8UM-YZL7;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e2;1;;ZAQ5LU-41PGXF-AGYO;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e6;1;;9BMBY6-75JXRR-8UWI;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e8;1;;49UAYA-QTDK9S-FN31;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e9;1;;CYBTPP-3QNOXB-VBJZ;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e0;1;;VDLMO7-HRZMLR-UIVL;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e7;1;;81YWB0-1AQSU1-ZZZW;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80eb;1;;V9PQ4F-5ELVCH-SGBY;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ed;1;;3TR80B-FT3KQJ-W11S;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80e5;1;;QGXKTG-DTGCLQ-LOR8;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ee;1;;CLPY7M-W4H0Y0-EW8C;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ec;1;;AG5SC8-KS0M1T-BX00;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f0;1;;LJPWIK-38KRDT-1EZE;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f2;1;;5AD4VC-2P2O5N-FPKK;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ea;1;;FZMANF-LDP68C-S83I;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f3;1;;1X4KGE-MGZXJT-H9QR;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f1;1;;T3I3CV-LP5R2P-RKY9;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f5;1;;RUHU6R-SHM4C0-WV56;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f7;1;;VFIX91-6R0450-X9E9;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ef;1;;WQPK08-H0TA8F-LV7A;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f8;1;;WCXQD1-2KTAIE-9XOA;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f6;1;;TGAUE4-8I0Q9J-ZFP7;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80fa;1;;36NTC2-1TKBQF-SBQV;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80fc;1;;8V4997-SWV0XG-HVAH,;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f4;1;;ZPHEPM-5GZMM4-NIUO;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80fd;1;;X4UJ8L-MUWFRZ-QAAV;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80ff;1;;6UT6T2-VZWEFJ-HQY1;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8101;1;;HPYXNW-1FD6HF-7OUW;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80fb;1;;65SB9P-EUOCEX-KRCK;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8102;1;;TD6Y2H-88832X-Z5Q3;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80f9;1;;K2BUYE-I890LG-DW5D;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8104;1;;8X00FN-X6ZJNE-P1N2;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8106;1;;1RFLMM-40THWL-E0UY;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8100;1;;1TA0BM-T46J2S-6QR3;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8107;1;;URK977-MW4EZO-T013;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a80fe;1;;5WEP5C-NLNNI1-ORMV;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8109;1;;CLS9LW-INPWP7-6JPL;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810b;1;;MCBQ42-C3LAJ5-VOW8;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8105;1;;E0LG8D-72JPMM-AF05;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8103;1;;ANJSQC-VMKQTD-ZV6Z;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810c;1;;XGKPEV-ZCU9A2-J41G;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8110;1;;PFNOD5-M3PPE0-LCGG;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810e;1;;CZYB9N-JJODZP-PT21;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810a;1;;IJCX1B-9TSA7E-9TC8;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8108;1;;4IWS13-LJ342E-1NIF;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8111;1;;GXOXWI-1LETBF-VTPW;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8115;1;;B667E7-GWPHK5-FORV;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8113;1;;KRNJP6-DJWB9P-JLEM;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810d;1;;472HYR-X596NL-Z1TU;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a810f;1;;N5C3BS-ZOJCYF-502R;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8116;1;;DAFAVO-KO0H51-BBYF;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811a;1;;9DCVLL-6EPODK-D8BX;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8118;1;;29L53U-WCJN2N-WZLD;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8112;1;;BS27NB-PQRQGF-FEZX;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8114;1;;GKL02M-VQ5D27-9MG8;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811b;1;;DK2CTW-5AGYUA-N3FH;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811f;1;;TWETRE-AB1G1E-CEJY;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8119;1;;HR82TY-IEX7PE-G5DB;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811d;1;;D4UTHL-DMHXRS-VDFE;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8120;1;;544IGL-030MFY-2PQE;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8117;1;;T96IZW-LHD74J-Q7W2;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8124;1;;FQ27Y4-G88EKE-90FZ;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811e;1;;OT9LG7-KSY2C0-WF6X;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8125;1;;O7JW2G-B45I8P-Z40L;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8122;1;;ZLAYRL-U6Y71E-2E0N;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a811c;1;;SJDUHU-UGVBE1-EST7;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8129;1;;3INF3O-XRWR9Y-9H23;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812a;1;;0242PU-ZR7OUB-63CW;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8127;1;;GX93OU-Y4FWVO-Z362;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8123;1;;L7FY6N-18Y44Q-PC4A;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8121;1;;C95SE8-8N8ITA-3CN7;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812e;1;;FAHB0N-82GH44-UL5Q,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812c;1;;W72EWG-FV3QIU-930T;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812f;1;;L5EK8Q-82XSC1-1KNM,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8128;1;;11F4QS-TPEQTP-MY32;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8126;1;;RPDVMK-R1W7O9-YJU3;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8133;1;;X1DXGD-VUW51J-CSJE,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8131;1;;7R13L3-NIV8N4-S4AB,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8134;1;;H2H3N1-ETT7I3-SQ0U,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812b;1;;HLFCOQ-1O4WHJ-5E6J;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a812d;1;;VGOIPF-6IJHMK-B3U1;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8138;1;;I10DKR-RGIIXO-UI8Y,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8139;1;;HAGUJV-JJ3XEO-3ZYE,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8136;1;;1PC1VI-TFPKYF-XFXI,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8132;1;;BK408Z-A3Z65K-OOXG,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8130;1;;GGXJYY-A7KIKX-2504,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a813d;1;;AJA54Y-9GI7SE-WXDF,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a813e;1;;UWNFYH-5I05M7-7YPR,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a813b;1;;ZMLWZG-MK816C-YB4H,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8137;1;;1J2HWA-4TCYOD-6CCI,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8135;1;;8Q8BGG-6AQFE2-SWNT,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8142;1;;RSXS6D-14EE2O-FC2B,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8143;1;;AUEC03-HVVKWE-56CH,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8140;1;;BGCN3Q-LIADIP-S8WE,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8147;1;;CLUF6B-YZP6GR-T887,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a813c;1;;R2KUSW-SA0Q6V-U1S1,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a813a;1;;1AM6B7-BO9L8X-55LV,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
5e4fe82aea57ab1d693a8148;1;;SCJL1J-5MOP9L-FW8X,"14/05/2018 11:49:42",Não,0;5cb874a401406c3bc62e3272;21/02/2020 14:24:42;0;
